tweet_id,airline_sentiment,airline,tweet
569580197709783000,negative,United,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?"
569580275182772000,negative,US Airways,@USAirways care to elaborate on why CHA to DCA is Cancelled Flightled this evening?
569580279251255000,negative,United,@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate
569580460843651000,positive,Delta,@JetBlue my email is my twitter handle followed by gmail â˜ºðŸ‘ðŸ‘
569580648505020000,negative,United,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??"
569580671112388000,neutral,United,@united no thank you
569580805036453000,positive,Virgin America,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-)
569581126215438000,positive,Delta,@JetBlue you guys rock!
569581303785328000,negative,Delta,@JetBlue your agent told us TSA didn't have a crew to get bags!
569581400850096000,negative,US Airways,@USAirways flight 838 now leaving after 6 hour mechanical delay. Need lodging voucher and meals tonight in st Thomas who do I see?
569581828258078000,negative,US Airways,@USAirways spent 1.5 hours in line trying to get on a flight home tonight only for it to be Cancelled Flightled an hour Late Flightr. Not even snowing at DCA
569581903965265000,negative,United,@united  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k
569581977889869000,positive,United,"@united Thanks so much , my passport was recovered"
569582603902128000,negative,Delta,"@JetBlue backlog is an hour at most, this is over two!  Unacceptable!!"
569582862472577000,negative,United,"@united - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!"
569583698640818000,negative,US Airways,@USAirways the link doesn't work..
569583725408870000,negative,US Airways,@USAirways waiting all day at ATL since flight this am Cancelled Flightled. 1 standby told no seats and group of 15 shows up Late Flight and gets on to PHL
569583943772610000,negative,United,@united the emails/calls over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday
569584057270575000,neutral,US Airways,@USAirways with this livery back in the day. http://t.co/EEqWVAMmiy
569584207011434000,negative,US Airways,@USAirways why have me board a plane knowing there is a maint issue?  US5235.
569584372820647000,neutral,Delta,@JetBlue early last month via Expedia-there's an extra middle name and initial attached to my last name
569584379258900000,negative,United,@united you guys are gay
569584431544971000,neutral,Southwest,@SouthwestAir how can I check to see if my flight to NYC is expected to be delayed or Cancelled Flightled for this Tuesday?
569584561312681000,negative,United,"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service ðŸ‘Ž"
569584717843943000,negative,United,@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN
569584719089836000,positive,US Airways,@USAirways new F/As from DFW to CLT this morning did a great job. Well Done!
569584744532287000,negative,Southwest,@SouthwestAir FIND A WAY TO Cancelled Flight FLIGHT 310!!!!!!!
569584885108748000,negative,US Airways,@USAirways Flight 4210 been sitting @Bradley_Airport gate 27 for 10 min w door open since we arrived. Still no jet bridge. Can someone help?
569585203666161000,negative,Delta,@JetBlue should I bother contacting them? I already checked into my flight ðŸ˜•
569585343084650000,positive,Southwest,"@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!"
569585355319599000,negative,Delta,@JetBlue I waited 3 hrs for my bags and my flight was only 2 hrs
569585747503611000,negative,US Airways,@USAirways @AmericanAir seriously with all the service issues you are having right now this is what you decide to tweet?? Unbelievable
569585827019399000,neutral,Delta,@JetBlue I usually do-but I didn't make the Flight Booking Problems this time-that'll teach me! Yea I have that going for me at least haha
569585968610615000,negative,US Airways,"@USAirways Cancelled Flightled flight this AM. There was avail flight to PHL today u said was sold out. I had to buy 2nd ticket, u need to refund me."
569586098772578000,negative,Southwest,@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF
569586179185754000,negative,United,"@united Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good."
569586189776371000,positive,Delta,@JetBlue thanks for replying-I feel a little better we'll see how it goes â˜ºï¸âœˆï¸
569586235259404000,positive,Southwest,@SouthwestAir good to be back. See you all again in several weeks.
569586372866150000,negative,US Airways,@USAirways according to @wtop DCA seems to be recovering nicely from yesterday's snow so why are you Cancelled Flightling flights out there?
569586373042278000,negative,United,"@united CMH gate staff a disaster..#3345 overbooked, no volunteers, no boarding, 20 min Late Flight trying to figure out issue #bringbackrealstaff"
569586471570534000,negative,United,@united unacceptable. 403 was 90 min Late Flight for a 'missing screw' our flight to Tucson left before we even landed
569586611085815000,neutral,Delta,@JetBlue hope so! looks nice and warm in San Juan ðŸŒ´
569586660909973000,neutral,Virgin America,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?
569586743831191000,positive,Southwest,@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.
569587048811761000,negative,Delta,@JetBlue now we dont have enough money for parking in your garage this is your fault and im not paying for what should be 10mins into 3hrs
569587140490866000,neutral,American,@AmericanAir we have 8 ppl so we need 2 know how many seats are on the next flight. Plz put us on standby for 4 people on the next flight?
569587157574135000,negative,Southwest,"&lt;3 &lt;3 RT @SouthwestAir! @danihampton Sorry to hear about the WiFi connection, Dani. Please DM us your conf # so we can help you. Thanks!"
569587188687634000,negative,American,"@AmericanAir you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??"
569587242672398000,neutral,American,@AmericanAir Please bring American Airlines to #BlackBerry10
569587371693355000,negative,American,@AmericanAir leaving over 20 minutes Late Flight. No warnings or communication until we were 15 minutes Late Flight. That's called shitty customer svc
569587663692554000,negative,US Airways,@USAirways now after an hour on the plane and knowing of a maint issue ahead of time they just announced another 30 mins. Y r we on plane?
569587686496825000,positive,American,@AmericanAir thank you we got on a different flight to Chicago.
569587691626622000,negative,American,@AmericanAir right on cue with the delaysðŸ‘Œ
569587705937600000,negative,American,"@AmericanAir my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday."
569587728607633000,negative,United,"@united, American never had my bags apparently. United never switched them over. Had to go back to United Baggage Service."
569587787680256000,negative,United,@united There must be 100 people waiting in line for customer service at DEN to deal with flight Cancelled Flightations.
569587813856841000,neutral,American,"â€œ@AmericanAir: @TilleyMonsta George, that doesn't look good. Please follow this link to start the refund process: http://t.co/4gr39s91Dlâ€ðŸ˜‚"
569587844693536000,negative,US Airways,@USAirways  you Cancelled Flighted &amp; rescheduled my flight &amp; still getting updates &amp; can't find my current flight on my account http://t.co/8Je1h3666w
569588073438121000,negative,US Airways,@USAirways 1 hour and counting on hold :( why? http://t.co/clOB5qwMXR
569588082284101000,negative,United,@united line full of worried customers and guy at desk says so sorry you will have to take care of your problems Late Flightr I don't have time.
569588138273865000,negative,United,@united reservation was made last July. I want to know why I wasn't reseated. This only happens on international itineraries
569588348593025000,negative,Southwest,@SouthwestAir thanks for the response - flight time has passed - rebooked now
569588375037960000,negative,Southwest,@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL
569588464896876000,negative,American,@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.
569588465593143000,neutral,US Airways,@USAirways What's the contact number for the corporate baggage office in Phoenix?
569588473050611000,positive,American,@AmericanAir Thanks! He is.
569588578159697000,negative,US Airways,"@USAirways has failed me all day long, should I blame it on @AmericanAir ?"
569588591602458000,negative,American,@AmericanAir How do I change my flight if the phone system keeps telling me that the representatives are busy?
569588651925098000,positive,American,"Thank you. â€œ@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.â€"
569588667225927000,negative,Delta,@JetBlue 118 to Boston still sitting
569588816438169000,negative,American,"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC."
569589028590391000,negative,US Airways,@USAirways i will be on this plane while on the ground longer than i will be in the air. US5235
569589079710380000,negative,Southwest,@SouthwestAir it was not - still don't know where skis are and cannot get a call back from bag svc at airport (left several msgs)
569589123218079000,neutral,US Airways,@USAirways just told by supervisor that they won't guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them
569589319846854000,negative,United,@united I missed my connection already. Then I missed the next flight they put me on.  Now I'm going to LAX instead of Hawaii.  :(
569589379385008000,positive,Southwest,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass
569589454194790000,positive,Southwest,@SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter
569589460226183000,negative,American,@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!
569589493138731000,negative,United,"@united - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!"
569589643487928000,positive,American,@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI
569589829735821000,neutral,United,@united What does DM the confirmation @ mean???
569589872094289000,negative,United,"@united Waiting for 3494 EWR-ORD, delayed 47 mins. Might miss 5491 ORD-YWG at 6pm CT. Any room on 5644 ORD-YWG in case I miss connex?"
569589955837628000,neutral,Southwest,@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?
569589959088173000,negative,American,"@AmericanAir Call me Chairman, or call me Emerald. After what you did today to me, you can call me a former customer."
569590013278756000,positive,American,@AmericanAir Love the new planes for the JFK-LAX run.  Maybe one day I will be on one where the amenities all function.  #NoCharge #Ever
569590151657103000,neutral,United,@united I don't know what DM the confirmation number means.
569590191758962000,negative,American,I just need a place to sleep when I land without accommodations in PLS @AmericanAir!
569590208095768000,neutral,Southwest,@SouthwestAir is having a party in the atl terminal. #letitgo http://t.co/qxTeqZm3yz
569590527349252000,neutral,Delta,@JetBlue wondering if it's possible for my colleague and I to get on an earlier flight LAX&gt;JFK tomorrow. Can you help?
569590892085915000,negative,American,"@AmericanAir I've been on hold for 55 mins about my Cancelled Flighted international flight. Am out of country, so can't leave a call back #. Help?"
569590965880532000,negative,American,@AmericanAir I wait 2+ hrs for CS to call me back re why  flt is cxld/protection &amp; they hang up the minute I answer on 1st ring?
569590988395708000,positive,American,@AmericanAir I love your company and your staff is amazing. They just made an uncomfortable situation comfortable
569591136534319000,negative,American,@AmericanAir 3078 is overweight so you pull 2 dozen passengers off? Why not luggage? Seriously?
569591285150908000,positive,American,@AmericanAir DMing you now! Big thanks.
569591310589431000,negative,US Airways,"@USAirways I sympathize re:weather issues, but when times get tough, call in more folks. Over two hours on hold for 4-minute fix. #FAIL"
569591393540288000,negative,American,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Then puts me on way earlier flight I might miss now. Thanks AA!"
569591456190504000,neutral,United,@united You must follow me in order for me to send you a direct message if that is what you meant.
569591533617307000,negative,American,@AmericanAir  ugh Dump us in dfw w/no luggage then Cancelled Flight our flight 3 more times. Sat arrival now Tue?
569591540944756000,negative,American,"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards"
569591642367401000,negative,United,â€œ@united:That's not something we like to hear. Hopefully our staff can resolve &amp; have you on your way ASAP. ^MLâ€:3:15 &amp; still not resolved
569591647685775000,neutral,United,@united @Lmuschel he is traveling with me on a sep reservation number F3KxB8
569591653121597000,negative,American,"@AmericanAir I used the ""call back"" feature with an operator regarding my flight, got a call 2 hours Late Flightr and got hung up on. #pleasehelp"
569591700416393000,negative,American,@AmericanAir a friend is having flight Cancelled Flightlations out of LAX to CMH on Feb 23. Anyway to help her? 800 number has been no help
569591730506371000,neutral,American,"@AmericanAir guarantee no retribution? If so, I'd be glad to share."
569591765793165000,negative,American,@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous
569591945816772000,negative,Southwest,"@SouthwestAir BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch ""Buy"""
569591954830450000,neutral,United,@united in fact he received my boarding pass
569592022635585000,negative,United,@united thanks for ruined my vacation for having poorly maintained aircrafts that canâ€™t fly safely out of STT. #UA1481 #Cancelled Flightledflight
569592120954236000,negative,US Airways,@USAirways really nigga.. Ur a fuck boy
569592148338876000,negative,American,"@AmericanAir &amp; if that wasn't enough, your staff have been so rude &amp; ignored passengers,don't think that should be accepted whatever reason"
569592177312923000,negative,American,@AmericanAir my flight was Cancelled Flightled from Laguardia to Louisville Ky and i am  stuck at the airport. Do you guys compensate for this?
569592236981284000,negative,United,"@united It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol"
569592270866878000,neutral,American,@AmericanAir i need someone to help me out
569592368518660000,negative,US Airways,"@USAirways @AmericanAir as a Gold Dividends member, why can't I get anyone on phone to handle my Cancelled Flighted American flight tonight ðŸ˜¡"
569592390211801000,negative,US Airways,"@usairways Is your reservation phone number working? Called 10x in the last 3 days, and havenâ€™t gotten through."
569592402085847000,negative,American,@AmericanAir Cancelled Flights flights arbitrarily on same itinerary.  Weekend ruined for no good reason! No crew = missed Monday am mtg.
569592443542343000,negative,US Airways,@USAirways Just Cancelled Flight every flight I have why don't you.
569592447455465000,negative,American,@AmericanAir trying to book a flight on hold- can't get through to a representative on the phone- Advice?
569592590632247000,negative,American,@AmericanAir Has AA Flight 296 from San Antonio to Dallas been Cancelled Flighted?
569592626300751000,neutral,United,@united Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.
569592674400907000,negative,American,@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?
569592675638382000,negative,Delta,"@JetBlue What's up with delays to and from Boston today? My sister is trying to go home, and bro-in-law trying to come to RDU. Craziness!"
569592778872606000,neutral,American,@AmericanAir do you guys have another flight for today that you can book me on from laguardia to louisville ky?
569592830307508000,negative,American,@AmericanAir .....and they waited 5 hours in a stuffy plane until they could get off then 7 more hrs to get their luggage  #AmericanAirlines
569592981742878000,neutral,American,http://t.co/EIw2sYb8Fu roberts&amp;s=1 @AmericanAir
569593045777321000,negative,American,@AmericanAir @travisamex It's not the weather. It's also gross incompetence. Understaffing. Crew forgetting to load bags. Don't duck truth.
569593050235736000,neutral,American,@AmericanAir can you guys help me please?
569593278636675000,negative,American,@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?
569593346223579000,negative,American,@AmericanAir we've been on hold for hours.
569593694963310000,negative,American,@AmericanAir @ShannonBloom Where's my DM? Where's my voucher? Who's paying my $70 cab and my $50 car back to JFK tomorrow?
569593810390425000,negative,American,@AmericanAir Hey AA - can you help with an itinerary for a plat custy?  Stuck in PVR and phones aren't working
569593910869127000,negative,United,"@United says we had a weather delay in #YXE this morning. The ""weather"" didn't affect any other airline. #UA6136 http://t.co/4JdvK8tCqx"
569594026732740000,negative,American,@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?
569594123222585000,negative,American,"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26"
569594354924425000,negative,Delta,"@JetBlue Flights 1384 and 1583. I have picked up twice this week for 1583, and both times it was delayed!! ðŸ˜•"
569594386066984000,negative,Virgin America,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?
569594402114392000,negative,American,@AmericanAir what are my chances of making a connection to El Paso (AA504) with DFW from SAT (AA200) delayed 30 minutes?
569594712337854000,positive,American,@AmericanAir thank you for quick responses.   #aa usually has fantastic customer service. That's why I was so shocked when it wasn't there
569594855556452000,negative,American,@AmericanAir I've been trying for 4 hours to get hold of someone.
569594973949206000,negative,US Airways,@USAirways @united each says the other has my luggage. On hold almost 3.5 hrs with @USAirways. @united hung up 3x. http://t.co/dr5oCtp1DY
569595015518793000,negative,US Airways,@USAirways on the phone over an hour waiting for customer service  got wrong fight information cost us 6 hours from trip. Frustrating!!!
569595123799101000,negative,US Airways,".@USAirways trying to get a partner PNR, and have spent more than 1 hour on hold.  I know its snowing somewhere, but this is awful"
569595218401439000,negative,United,"@united yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc"
569595245945597000,negative,United,@united trying to check in for tomorrow's flight. website keeps timing out. what's up?
569595309279440000,neutral,American,"@AmericanAir if business class if full but 1st class empty, do you guys upgrade EXP members to 1st?"
569595333899997000,negative,American,@AmericanAir Iâ€™ll play it by ear. I know that you are doing your best. Buy some chewey oatmeal cookies for your customer care folks.
569595399557685000,negative,American,".@AmericanAir nice 2 know. I paid 4 a seat. Then you sold my seat. now I bought a 3rd seat. It's a good scam, but a scam all the same."
569595534916202000,neutral,US Airways,"@USAirways got transf. to Dividend Miles...need to change flight.  Grandma just passed, need to change ticket ASAP. Update on wait time?"
569595595754639000,negative,American,"@AmericanAir no hold times, just disconnections.   There is no excuse for that"
569595643087486000,neutral,American,@AmericanAir any earlier flights SAP-&gt;Mia &amp; Mia -&gt; New York (lga) on 03.03. I'm currently booked on flights 1504 and 1102.
569595745126494000,negative,US Airways,@USAirways is absolute crap this week!!
569595791355981000,negative,American,"@AmericanAir Nah, just horrible dining options outside of club. Luckily Manuel in the Admirals can make a Bloody Mary."
569595899204255000,negative,American,"@AmericanAir seems like queue times are very high, in Q waiting for an agent 4 almost  an hour.Flight got Cancelled Flightled. http://t.co/sDm2wvR3zr"
569596034059358000,negative,US Airways,"@USAirways @ClaudOakeshott don't need this link, after getting a person u now say u don't know where bags are. Lost on a nonstop phx to jfk."
569596089625661000,positive,United,@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!
569596097540132000,negative,Virgin America,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.
569596156927303000,negative,American,"@AmericanAir 30 minutes flight from OKC and then make us wait, 30 minutes cause the gate isn't empty.  #epicfail #poorplanning"
569596325076955000,negative,American,@AmericanAir I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.
569596357381644000,negative,US Airways,"@USAirways this is my 2nd attempt to call US airways dividend miles, 52 minutes no help hung up - #usairways #BS http://t.co/GiEnNyqN22"
569596364197199000,negative,US Airways,@USAirways I need an actual person in customer relations for a refund. What # can I call? I will dispute this charge on my credit card.
569596394819883000,positive,Delta,"@JetBlue what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!"
569596420761604000,negative,American,@AmericanAir half hour Late Flight leaving DFW...no attempt at an explanation
569596445680115000,positive,Virgin America,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf
569596469105299000,neutral,Southwest,@SouthwestAir @TheAcademy party in #hotlanta http://t.co/x5ZQssJtRB
569596502558920000,negative,American,"@AmericanAir your call center won't let me wait on hold, which I would happily do. Am I seriously supposed to just keep calling? Not great"
569596515510956000,negative,American,@AmericanAir I have never on all my trips on any airline ever nat'l or int'l ever experienced anything like this!
569596652622721000,negative,American,@AmericanAir But Eagle is always Late Flight
569596665864130000,negative,United,"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing."
569596778426855000,positive,Southwest,@SouthwestAir - just got it back about 20 mins ago. Went about 18 hrs w/o it but I appreciate the support. $50 voucher + $50 for essentials.
569596783011217000,negative,US Airways,@USAirways 2nd plane forced to get off due to mech and wait for 3rd need housing and meals in STT need help b4 we arrive at STT please
569596793941401000,negative,American,@AmericanAir don't you guys have an email address? Just put me on the next available flight from ohare
569597072350978000,negative,American,@AmericanAir I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!
569597220871282000,negative,American,@AmericanAir You didn't respond to my DM. You tweeted the same canned tweet you're telling everyone else.
569597328522387000,negative,US Airways,@USAirways this is how concerned your gate attendants at C26 are this afternoon. #nocommunication #nocrew http://t.co/hFjYN2vtVj
569597663953293000,negative,United,@united has terrible customer service &amp; doesn't feel the need to notify its customers when their flights are delayed
569597666025345000,negative,American,"@AmericanAir When I left Orlando, I was 2nd in line for standby. I land and I'm 4th. 'Priority members get first available seats'. Awesome."
569597711789502000,negative,US Airways,"@USAirways suggest you failures make a HUGE donation to @the_USO  Charlotte, NC as THEY provided GREAT customer service today, unlike you."
569597742693154000,negative,American,@AmericanAir I understand weather is not your fault but ur cs reps are atrocious. I am NOT happy nor will I EVR fly w/ u again.
569597857013084000,negative,US Airways,@USAirways -- I've been on hold 40 mins to Cancelled Flight my reservation for this afternoon. Is there another way? Web tells me to call.
569597885446270000,negative,American,@AmericanAir I really hope it departs. They said is because the catering service wasnt available but we can see it next to plane doing nthin
569597962659110000,neutral,American,@AmericanAir I am trying to switch my flight to AA 1359 I am currently on AA 2401 at 6:50am MONDAY morn then AA 2586! Help Me!!
569598047593713000,positive,United,@united this is why I fly @SouthwestAir ... Never have any issues
569598072923123000,negative,United,@united you left my bag in Houston last night. It's freezing cold in Memphis. Any idea on when I will see it? Off again tomorrow.
569598155999674000,negative,American,@AmericanAir i was spoken 2 like I'm an idiot and that is not OK!! I don't need to deal w/ that esp after the travel experience I've had
569598171082596000,negative,United,@united my last call your customer service agent called me back... As he was stuck on hold to air Canada.. Just hope he's booked me a flight
569598314825555000,negative,American,@AmericanAir What's the status at DFW? Ticket agent at gate A9 was very rude and unhelpful.
569598323621023000,negative,US Airways,@USAirways customer service fail... Todays experience will ensure I do my best NEVER to utilize you again...
569598406181695000,negative,American,"@AmericanAir i was also told by agents my issues ""aren't their prob"" K fine. I get it. But have some compassion 4 others dealing w/this!!!"
569598457809276000,negative,United,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !"
569598511483789000,neutral,Southwest,@SouthwestAir  Wish you allowed http://t.co/0pDNtGBXC6 to access you site for awards tracking.
569598544379817000,neutral,American,@AmericanAir I can't get ahold of aadvantage reservations.  I need to ticket a reservation that Cancelled Flights soon.  can you help?
569598588378087000,negative,Southwest,@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. ðŸ˜‚ðŸ’
569598614235942000,negative,Southwest,@SouthwestAir our flight is delayed till tomorrow curse the weather
569598671420919000,negative,American,@AmericanAir I know.  After an hour I got a live person.  It messes up our arrival and car plans at two airports and is costing us more.
569598852912668000,neutral,US Airways,@USAirways you should update your passbook passes with any gate changes.
569598915722518000,negative,US Airways,@USAirways I have nothing but issues when I fly w/u what's up w/that?! #travel #vacation #awful
569598942821744000,negative,American,@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun
569598985737867000,negative,United,"@united missing my amazing us bank work conference, not ok.  What do I do now?????"
569598991463268000,negative,American,@AmericanAir @yvonneokaka When do I get my personal response and apology for your crew's having forgotten to load baggage onto my flight?
569599116403036000,negative,American,"@AmericanAir Not only was 5418 Late Flight, but we've been boarded and waiting for over 30min. WTF?"
569599260288819000,negative,US Airways,@USAirways yesterday we were delayed for SIX hours w/lil to NO explanation we paid LOTS of $$ 2 fly w/u &amp; this is how u treat ur customers?
569599269189107000,negative,American,@AmericanAir weather is unavoidable. Understaffing is controllable
569599295713890000,negative,United,@united so disgusted and disappointed with united airlines luggage policies and attitude toward musicians. Unacceptable
569599312671301000,negative,American,@AmericanAir hey there me again from yesterday im still on hold
569599379893575000,negative,American,"@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced."
569599532268449000,negative,US Airways,"@USAirways I promise, if I can help it I will nvr fly w/u again. Even if I have 2 pay more $$$ 2 fly w/ sum1 else #badcustomerservice"
569599590355173000,neutral,Delta,@JetBlue is there wifi on he plain
569599713499963000,negative,United,"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst"
569599725240000000,negative,US Airways,@usairways I have been on hold for over 3 hours.  Please help! http://t.co/tyXAZtMQ1U
569599867716132000,positive,Virgin America,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.
569599978722746000,negative,American,@AmericanAir @ActingOutMgmnt Just make sure they remember to load the bags onto the plane. They Cancelled Flight the flight when they forget...
569600009097904000,negative,US Airways,@USAirways Really hoping I don't get charged for this flight because they couldn't handle the influx of calls. Bummer.
569600023597428000,negative,US Airways,@USAirways Its pretty ridiculous that at PHX sky harbor you have 4 (!) employees working check in on a SUNDAY afternoon. 30 min &amp; counting..
569600137296633000,positive,American,@AmericanAir Thank you.....you do the same!!
569600137296633000,positive,American,@AmericanAir Thank you.....you do the same!!
569600291290656000,negative,American,@AmericanAir fix the engine of flight AA3031so I don't spend all night in your airport so I can fly home tomorrow
569600295833116000,negative,American,"@AmericanAir @marxsterbcow How is this a real life response to a customer service issue? Seriously. Keep trying to call us. Eh, might work."
569600462661554000,negative,American,"@AmericanAir @tennetexan Too bad there's only, like, 3 people on that team, then. Because this is next level unreal."
569600599588630000,neutral,American,@AmericanAir please help us get home tomorrow!!!!!
569600694388445000,negative,American,"@AmericanAir @CAexhibitions Sorry in, like, a general way? Or sorry that incompetence/understaffing is compounding weather issues?"
569600720254541000,negative,US Airways,@USAirways you have got to be kidding me!  No info on 4565 from DCA to BGR and your phone line tells me to call back Late Flightr?
569600757516914000,negative,US Airways,@USAirways thanks for being so bad you make a two day train trip look appealing!!
569600780048560000,negative,American,"@AmericanAir and how is this not a mechanical issue? All evidence points to the idea that itâ€™s the ILS at CLL at fault, not the weather."
569600927394631000,negative,American,"@AmericanAir @sweetmel If weather is bad, wouldn't your folks try extra hard to communicate...or load bags onto flight 1320...or...anything?"
569600985007558000,positive,American,@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW
569600989055086000,neutral,US Airways,@USAirways AA Gate Supervisor emplid 600117 allowed flight AA67 to leave JFK to SJ on 20feb15 w/o 8 customers that made final boarding call.
569600990430806000,negative,US Airways,@usairways @BarclaycardUS 1 hr wait so far for customer service. yes bad weather but do air traffic controllers answer your phones?!??
569601094239825000,positive,American,Eliza &amp; I cheated on u @AmericanAir with @AirTahitiNui &amp; it was a lovely flight. But we'll be back! Lots!
569601264679559000,neutral,US Airways,"@USAirways when AA gate supervisor 600117 was asked for his superiors name, response received was ""the CEO of #AmericanAirlines"" #merger"
569601275672829000,negative,US Airways,"@USAirways thanks to you, you have now incurred us approximately 2000 dollars in fees due to a staff members screw up.  #neveragain"
569601332040089000,neutral,American,@AmericanAir how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?
569601337882755000,neutral,American,@AmericanAir yes and I would like a refund.
569601354118905000,negative,American,@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.
569601363799359000,negative,American,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!
569601363799359000,negative,American,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!
569601519663906000,negative,American,.@AmericanAir cover a rental car or refund our ticket? - I'll gladly drive 10 hrs home than be stuck here till Tues!
569601628279480000,negative,US Airways,@USAirways where are my bags?
569601658491002000,positive,Southwest,@SouthwestAir My Fav!!!!
569601850820976000,negative,Delta,"@JetBlue hey awesome peeps, what's up with flight 1159 from Boston? Delayed 3hrs?"
569601869598867000,positive,American,@AmericanAir You guys did an amazing job today! Know itâ€™s hard; thanks to Kate Appleton for all her hard work reFlight Booking Problems my friends and me!
569601913832022000,negative,US Airways,@USAirways Ill never fly you again due to the emotional &amp; financial stress you have caused me because of one of your staff members errors.
569601934853873000,negative,American,@AmericanAir tried ringing but told me to try again Late Flightr. I'm supposed to be leaving in an hour...
569602057285574000,negative,American,@AmericanAir please fix your mobile and desktop site to allow Canadians to select a passenger when checking in. Thanks.
